ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
INCW498E,Service account password reset,User john.doe needs temporary elevated permissions for Active Directory. Duration: 6 days.,Access Management,Medium,Unlocked account for sarah.johnson after identity verification. Password reset completed successfully.,01-01-2026 10:36,Closed,1
INCX158N,User access request for AWS Console,User john.doe needs temporary elevated permissions for Active Directory. Duration: 5 days.,Access Management,High,Revoked all access for terminated employee jane.smith. Access removal verified across all systems.,24-12-2025 10:36,Closed,33
INCU452Y,Service account password reset,User john.doe account locked after 7 failed login attempts. Password reset requested.,Access Management,Low,Revoked all access for terminated employee david.brown. Access removal verified across all systems.,01-01-2026 10:36,Resolved,62
INCY420B,Role-based access review required,User john.doe account locked after 6 failed login attempts. Password reset requested.,Access Management,High,Reset service account 50 password. Updated [dependent_services] service configurations.,12-08-2025 10:36,Resolved,54
INCB634C,Privileged account audit request,User john.doe account locked after 5 failed login attempts. Password reset requested.,Access Management,Low,Fixed SSO configuration for Office 365. Identity provider integration restored successfully.,22-05-2025 10:36,Resolved,21
INCZ476J,Privileged account audit request,User john.doe account locked after 5 failed login attempts. Password reset requested.,Access Management,High,Granted david.brown appropriate access to AWS Console based on role [role]. Manager approval verified.,17-03-2026 10:36,Closed,52
INCK972Y,Jira UI rendering problems,User jane.smith unable to authenticate to Jira. Password reset attempts failing. Access required urgently.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,02-06-2025 10:36,Resolved,21
INCH726F,Performance issues with ERP,User jane.smith unable to authenticate to Jenkins. Password reset attempts failing. Access required urgently.,Application,High,Optimized database queries and application caching. Performance improved by 47%.,21-12-2025 10:36,Closed,53
INCV355W,Single sign-on configuration issue,User jane.smith requesting MFA setup for enhanced security. Device: [device_type].,Access Management,High,Configured MFA for david.brown using [device_type]. Authentication testing successful.,20-06-2025 10:36,Closed,26
INCL319X,Permission escalation required for john.doe,User jane.smith requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Critical,Revoked all access for terminated employee sarah.johnson. Access removal verified across all systems.,13-05-2025 10:36,Resolved,2
INCP259B,SSL certificate expiring for company.com,User jane.smith reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,High,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,19-04-2025 10:36,Closed,7
INCK175Z,Malware detected on workstation WS-004,User jane.smith reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,High,Restarted VPN authentication services. All remote users now able to connect successfully.,11-08-2025 10:36,Closed,10
INCS577V,Access revocation for terminated employee,User jane.smith needs temporary elevated permissions for SAP. Duration: 2 days.,Access Management,Low,Completed [group_name] membership review. Removed 23 inactive members.,18-03-2026 10:36,Closed,36
INCF714N,Single sign-on configuration issue,User jane.smith needs temporary elevated permissions for AWS Console. Duration: 6 days.,Access Management,Medium,Configured MFA for sarah.johnson using [device_type]. Authentication testing successful.,09-02-2026 10:36,Closed,33
INCR551I,Single sign-on configuration issue,User jane.smith needs temporary elevated permissions for AWS Console. Duration: 3 days.,Access Management,Medium,Reset service account 10 password. Updated [dependent_services] service configurations.,02-02-2026 10:36,Closed,47
INCG454O,Privileged account audit request,User jane.smith account locked after 8 failed login attempts. Password reset requested.,Access Management,Low,Configured MFA for mike.wilson using [device_type]. Authentication testing successful.,30-12-2025 10:36,Resolved,66
INCP566Q,Single sign-on configuration issue,User jane.smith account locked after 8 failed login attempts. Password reset requested.,Access Management,Medium,Reset service account 11 password. Updated [dependent_services] service configurations.,02-02-2026 10:36,Closed,51
INCG077S,Group membership review for [group_name],User jane.smith account locked after 8 failed login attempts. Password reset requested.,Access Management,Low,Unlocked account for jane.smith after identity verification. Password reset completed successfully.,02-12-2025 10:36,Resolved,63
INCK154O,Role-based access review required,User jane.smith account locked after 8 failed login attempts. Password reset requested.,Access Management,Medium,Unlocked account for john.doe after identity verification. Password reset completed successfully.,04-12-2025 10:36,Resolved,30
INCZ044X,Multi-factor authentication setup,User jane.smith account locked after 3 failed login attempts. Password reset requested.,Access Management,Low,Revoked all access for terminated employee sarah.johnson. Access removal verified across all systems.,20-03-2025 10:36,Closed,26
INCR655S,Salesforce database connection failed,User david.brown unable to authenticate to Salesforce. Password reset attempts failing. Access required urgently.,Application,Critical,Optimized database queries and application caching. Performance improved by 28%.,22-05-2025 10:36,Closed,35
INCK072Q,Data sync issues in HRMS,User david.brown unable to authenticate to Jenkins. Password reset attempts failing. Access required urgently.,Application,Critical,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,27-08-2025 10:36,Resolved,23
INCM990Z,Feature not working in Confluence,User david.brown unable to authenticate to HRMS. Password reset attempts failing. Access required urgently.,Application,Low,Resolved synchronization issue by fixing network latency problems between systems. Updated sync configuration for better performance. All records now in sync.,06-11-2025 10:36,Resolved,65
INCE237O,User unable to login to Salesforce,User david.brown unable to authenticate to CRM. Password reset attempts failing. Access required urgently.,Application,Low,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,20-10-2025 10:36,Closed,22
INCD592A,Service account password reset,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Critical,Completed [group_name] membership review. Removed 20 inactive members.,28-07-2025 10:36,Closed,3
INCD841C,Single sign-on configuration issue,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Critical,Completed [group_name] membership review. Removed 6 inactive members.,03-06-2025 10:36,Resolved,31
INCR337V,Privileged account audit request,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Low,Configured MFA for david.brown using [device_type]. Authentication testing successful.,19-07-2025 10:36,Resolved,65
INCP124A,Multi-factor authentication setup,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Low,Configured MFA for sarah.johnson using [device_type]. Authentication testing successful.,02-01-2026 10:36,Resolved,53
INCB410B,Role-based access review required,User david.brown requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Low,Granted mike.wilson appropriate access to Office 365 based on role [role]. Manager approval verified.,03-08-2025 10:36,Closed,69
INCL519C,Security patch deployment required,User david.brown reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,Critical,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,05-07-2025 10:36,Closed,1
INCM395V,Antivirus signature update failed,User david.brown reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,Critical,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,21-06-2025 10:36,Resolved,58
INCJ723J,Permission escalation required for john.doe,User david.brown needs temporary elevated permissions for SAP. Duration: 5 days.,Access Management,Medium,Granted mike.wilson appropriate access to Oracle EBS based on role [role]. Manager approval verified.,18-06-2025 10:36,Resolved,71
INCB600R,Account lockout for user sarah.johnson,User david.brown needs temporary elevated permissions for SAP. Duration: 2 days.,Access Management,Low,Completed role-based access review for [department]. 33 access changes implemented.,10-08-2025 10:36,Resolved,64
INCN804S,Role-based access review required,User david.brown needs temporary elevated permissions for Oracle EBS. Duration: 5 days.,Access Management,Critical,Granted temporary elevated permissions to john.doe. Automatic revocation scheduled for [date].,27-06-2025 10:36,Closed,26
INCO425P,Single sign-on configuration issue,User david.brown needs temporary elevated permissions for Office 365. Duration: 4 days.,Access Management,Critical,Reset service account 38 password. Updated [dependent_services] service configurations.,06-02-2026 10:36,Closed,29
INCS367S,Access revocation for terminated employee,User david.brown account locked after 9 failed login attempts. Password reset requested.,Access Management,High,Completed [group_name] membership review. Removed 9 inactive members.,09-04-2025 10:36,Resolved,19
